id,first_name,last_name,email,gender,Pharmacy Brand,Pharmacy Generic,Pharmacy Company
574,Joscelin,Grigore,jgrigorefx@cdbaby.com,Female,Bupropion Hydrochloride,bupropion hydrochloride,State of Florida DOH Central Pharmacy
575,Claretta,Durram,cdurramfy@baidu.com,Female,napoleon PERDIS FOUNDATION STICK BROAD SPECTRUM SPF 15 Look 5B,"OCTINOXATE, OCTISALATE, TITANIUM DIOXIDE","Napoleon Perdis Cosmetics, Inc"
576,Cristian,Bees,cbeesfz@techcrunch.com,Male,Siltussin DM,Guaifenesin and Dextromethorphan Hydrobromide,TYA Pharmaceuticals
577,Jordan,Voelker,jvoelkerg0@miitbeian.gov.cn,Male,Dextromethorphan Hydrobromide and Promethazine Hydrochloride,Dextromethorphan Hydrobromide and Promethazine Hydrochloride,REMEDYREPACK INC.
578,Mellie,Cracoe,mcracoeg1@bing.com,Female,HYDROCODONE BITARTRATE AND ACETAMINOPHEN,HYDROCODONE BITARTRATE AND ACETAMINOPHEN,Cardinal Health
579,Tawsha,Osichev,tosichevg2@virginia.edu,Female,Etomidate,Etomidate,"Par Pharmaceutical, Inc."
580,Ozzie,Aiton,oaitong3@shutterfly.com,Male,leader nose,Phenylephrine hydrochloride,Cardinal Health
581,Hattie,Enterlein,henterleing4@networkadvertising.org,Female,fexofenadine hydrochloride,fexofenadine hydrochloride,Lake Erie Medical & Surgical Supply DBA Quality Care Products LLC
582,Ronnie,Betton,rbettong5@geocities.jp,Female,Carisoprodol and Aspirin,Carisoprodol and Aspirin,"Apotheca, Inc."
583,Tobi,Cocks,tcocksg6@ox.ac.uk,Female,Ranitidine,Ranitidine,Amneal Pharmaceuticals
584,Daisy,Errett,derrettg7@howstuffworks.com,Female,Clindamycin Hydrochloride,Clindamycin Hydrochloride,A-S Medication Solutions LLC
585,Denver,Rothschild,drothschildg8@adobe.com,Male,Cialis,Tadalafil,Cardinal Health
586,Gabbie,McCreery,gmccreeryg9@cbsnews.com,Female,Moisturizing Hand Sanitizer,Ethyl Alcohol,Susanne Lang Fragrance Inc.
587,Lexine,Dudgeon,ldudgeonga@weebly.com,Female,ClearAc,"ECHINACEA ANGUSTIFOLIA, BERBERIS VULGARIS ROOT BARK, SULFUR IODIDE, and CALCIUM SULFIDE",Hyland's
588,Ronny,Deverson,rdeversongb@msn.com,Female,Zinka SPF 50 Facestick,"Homosalate, Octinoxate, Octisalate, Octocrylene, Zinc Oxide",Zinka
589,Horace,Hawton,hhawtongc@admin.ch,Bigender,Zolpidem Tartrate,Zolpidem Tartrate,Sandoz Inc
590,Marris,Simmons,msimmonsgd@howstuffworks.com,Female,congestion relief,"Ibuprofen, phenylephrine HCl",CVS Pharmacy
591,Cyrill,Ganny,cgannyge@weibo.com,Male,Hemorrhoids,"Elaps corallinus, Aesculus hipp., Aloe, Arsenicum alb., Bryonia, Calc. fluor., Capsicum, Collinsonia, Crotalus horridus, Hamamelis, Hydrofluoricum acidum, Hypericum, Lachesis, Lycopodium, Millefolium, Naja, Nux vom., Paeonia, Plantago, Quercus glandium spiritus, Ratanhia, Vipera berus, Echinacea, Solidago, Urtica ur.","Newton Laboratories, Inc."
592,Olenka,Varnals,ovarnalsgf@washingtonpost.com,Female,Cartilago Betula,Cartilago Betula,Uriel Pharmacy Inc.
593,Fields,Harhoff,fharhoffgg@google.es,Male,Triple Antibiotic Plus Pain Relief,"bacitracin zinc,neomycin sulfate, polymyxin b sulfate, pramoxine hydrochloride",Kroger Company
594,Godard,Amiranda,gamirandagh@networksolutions.com,Male,CVS Pharmacy Nighttime Severe Cough and Cold,"Acetaminophen, Diphenhydramine HCL and Phenylephrine HCL",CVS Pharmacy
595,Ingar,Coveley,icoveleygi@umich.edu,Male,Hydrocodone Bitartrate and Acetaminophen,hydrocodone bitartrate and acetaminophen,"Apotheca, Inc"
596,Annamaria,Attreed,aattreedgj@i2i.jp,Female,Bowel - Digestive Care,"Bismuthum metallicum, Antimon.crud., Arg. nit., Arsenicum alb., Baptisia, Bryonia, Chamomilla, Cinchona, Iris versicolor, Kali bic., Lachesis, Lycopodium, Mag. carb., Nux vom., Phosphorus, Podoph. pelt., Pulsatilla, Raphanus, Rhus toxicodendron, Tabacum, Verbascum, Zingiber, Echinacea, Juglans regia.","Newton Laboratories, Inc."
597,Sibbie,Parkyn,sparkyngk@typepad.com,Female,Childrens Day Time Cold and Cough,"Dextromethorphan HBr, Phenylephrine HCl",Best Choice (Valu Merchandisers Company)
598,Derk,Ianizzi,dianizzigl@webmd.com,Male,Sleep Aid,Diphenhydramine HCl,"SIMPLY RIGHT (Sam's West, Inc.)"
599,Sven,Latchford,slatchfordgm@spotify.com,Male,Loperamide Hydrochloride,Loperamide Hydrochloride,"Physicians Total Care, Inc."
600,Camilla,Everist,ceveristgn@example.com,Female,UltraSensitive Tint,Titanium Dioxide,"Dermalogica, Inc."
601,Horten,Ashe,hashego@diigo.com,Male,Night Shade Antigen,"Chili pepper, Green pepper, Potato, Tobacco, Tomato, Eggplant, Nux vomica, Pulsatilla,",Apotheca Company
602,Sherill,Woolvett,swoolvettgp@flavors.me,Agender,Naproxen Sodium,Naproxen Sodium,Aurobindo Pharma Limited
603,Andrej,Kobierra,akobierragq@uol.com.br,Bigender,Athletes Foot Spray,Miconazole Nitrate,CVS Pharmacy
604,Lara,Kermon,lkermongr@squarespace.com,Agender,Senna S Stool Softener with Laxative,"DOCUSATE SODIUM, SENNOSIDES","Premier Value (Chain Drug Consortium, LLC)"
605,Merwin,Klasing,mklasinggs@ning.com,Male,MUSCLE THERAPY WITH ARNICA,"ARNICA MONTANA, BELLIS PERENNIS, HYPERICUM PERFORATUM, LEDUM PALUSTRE TWIG, and RUTA GRAVEOLENS FLOWERING TOP",Hyland's
606,Cornell,Braham,cbrahamgt@clickbank.net,Male,Lovastatin,Lovastatin,Lake Erie Medical DBA Quality Care Products LLC
607,Zebulon,Tock,ztockgu@ft.com,Male,Fosphenytoin Sodium,Fosphenytoin Sodium,"Amneal Pharmaceuticals of New York, LLC"
608,Lani,Ladell,lladellgv@about.me,Female,preferred plus severe cold cough and flu,"Acetaminophen, diphenhydramine hydrochloride, phenylephrine hydrochloride",Kinray
609,Brandy,Mangham,bmanghamgw@dot.gov,Male,Multi Symptom Cold CF,"Dextromethorphan Hydrobromide, Guaifenesin, Phenylephrine Hydrochloride",Rite Aid Corporation
610,Amalee,Gailor,agailorgx@dagondesign.com,Female,Hydrocortisone Acetate Pramoxine Hcl,Hydrocortisone Acetate Pramoxine Hcl,Perrigo New York Inc
611,Lyndsie,Willacot,lwillacotgy@reference.com,Female,Hydralazine Hydrochloride,Hydralazine Hydrochloride,"NCS HealthCare of KY, Inc dba Vangard Labs"
612,Phylis,Lindup,plindupgz@chron.com,Female,Daily Facial Moisturizer Broad Spectrum SPF15 Sunscreen,"Avobenzone, Octocrylene",Emilia Personal Care Inc.
613,Washington,Ortner,wortnerh0@merriam-webster.com,Male,THERAMAX ALLERGY RELIEF NASAL,"CAMELLIA SINENSIS, ALLIUM CEPA, NATRUM MURIATICUM, NUX VOMICA, LUFFA OPERCULATA, GALPHIMIA GLAUCA, HISTAMINUM HYDROCHLORUM, SULPHUR",THERABIOGEN
614,Luigi,Kenneway,lkennewayh1@google.com,Male,Methocarbamol,Methocarbamol,A-S Medication Solutions LLC
615,Irvine,Pouck,ipouckh2@livejournal.com,Male,Triple Antibiotic,"Neomycin sulfate, Polymyxin B Sulfate and Bacitracin Zinc","Phoenix Pharmaceutical, Inc."
616,Natty,McAnulty,nmcanultyh3@bing.com,Male,ONDANSETRON,ONDANSETRON,"PD-Rx Pharmaceuticals, Inc."
617,Olympie,Dawtre,odawtreh4@about.com,Female,equate ibuprofen,Ibuprofen,Wal-Mart Stores Inc
618,Adaline,Southorn,asouthornh5@japanpost.jp,Female,Valacyclovir Hydrochloride,valacyclovir hydrochloride,Mylan Pharmaceuticals Inc.
619,Kelcie,Kopf,kkopfh6@gov.uk,Female,dextroamphetamine sulfate,dextroamphetamine sulfate,"Actavis Pharma, Inc."
620,Kearney,Hammell,khammellh7@goodreads.com,Male,White Fish,White Fish,"Nelco Laboratories, Inc."
621,Paxon,Daoust,pdaousth8@newyorker.com,Male,Endoxcin,LIDOCAINE HYDROCHLORIDE and Menthol,"Pharmaceutica North America, Inc."
622,Heida,Woodhall,hwoodhallh9@so-net.ne.jp,Female,Antacid Supreme Cherry,"ALUMINUM HYDROXIDE,MAGNESIUM HYDROXIDE",Family Dollar
623,Donal,McPhilemy,dmcphilemyha@independent.co.uk,Male,Aclaro,Hydroquinone,Innocutis
624,Cornelia,Connar,cconnarhb@google.pl,Female,TopSani,Benzalkonium Chloride,United Promotions Inc.
625,Charlie,Townson,ctownsonhc@rediff.com,Male,PredniSONE,PredniSONE,Cardinal Health
626,Enrica,Garron,egarronhd@ustream.tv,Female,Topamax,topiramate,"Janssen Pharmaceuticals, Inc."
627,Hynda,Reasce,hreascehe@webnode.com,Female,Detox,"Solidago virgaurea, Baptisia tinctoria, Berberis vulgaris, Equisetum hyemale, Argentum nitricum, Cantharis, Capsicum annuum, Cuprum sulphuricum, Orthosiphon stamineus, Pareira brava, Sarsaparilla, Ter",Apotheca Company
628,Callie,Hellens,chellenshf@tiny.cc,Genderfluid,Inflammation II,"Astragalus Membranaceus, Echinacea, Hydrastis Canadensis, Sarsaparilla, Tabebuia Impetiginosa, Thyroidinum, Aurum Metallicum","BioActive Nutritional, Inc."
629,Gusella,Upstell,gupstellhg@jugem.jp,Female,CEFOTAXIME,CEFOTAXIME,WOCKHARDT LIMITED
630,Kaia,Eickhoff,keickhoffhh@marriott.com,Female,good neighbor pharmacy flu and severe cold,"Acetaminophen, Phenylephrine hydrochloride",Amerisource Bergen
631,Linn,Pitrasso,lpitrassohi@cnbc.com,Male,CLARINS Extra-Comfort Broad Spectrum SPF 15 Sunscreen Tint 105,TITANIUM DIOXIDE,Laboratoires Clarins S.A.
632,Rafferty,Sarfatti,rsarfattihj@zimbio.com,Male,MicroMousse II Alcohol Free Hand Sanitizing Foam,BENZETHONIUM CHLORIDE,"United Laboratories, Inc."
633,Haydon,Mattiessen,hmattiessenhk@nymag.com,Male,Olanzapine,Olanzapine,Dr.Reddy's laboratories Ltd.
634,Mill,Mantz,mmantzhl@ask.com,Agender,ONDANSETRON HYDROCHLORIDE,ONDANSETRON HYDROCHLORIDE,WOCKHARDT USA LLC
635,Forest,Brellin,fbrellinhm@discovery.com,Male,ULMUS AMERICANA POLLEN,Elm American,"ALK-Abello, Inc."
636,Alyssa,Belvard,abelvardhn@oakley.com,Female,Nizatidine,Nizatidine,"Glenmark Generics Inc.,USA"
637,Paton,Duetschens,pduetschensho@technorati.com,Male,Nutropin,Somatropin,"Genentech, Inc."
638,Fonzie,Alder,falderhp@youtu.be,Male,Piperacillin and Tazobactam,piperacillin sodium and tazobactam sodium,Sandoz Inc
639,Estel,Clace,eclacehq@parallels.com,Female,Aspartame MSG Detox,"Chelidonium Majus, Phytolacca Decandra, Arnica Montana, Nitricum Acidum, Nux Vomica, Phosphoricum Acidum","Deseret Biologicals, Inc."
640,Trista,Wandrack,twandrackhr@netvibes.com,Female,DG HEALTH MAXIMUM REDNESS RELIEF,"GLYCERIN, NAPHAZOLINE HCL",DOLGENCORP INC
641,Peggie,Primo,pprimohs@nyu.edu,Female,Lithium Carbonate,Lithium Carbonate,Aidarex Pharmaceuticals LLC
642,Elberta,Deackes,edeackesht@businesswire.com,Female,Proactiv,SALICYLIC ACID,Guthy-Renker LLC
643,Andrea,Faircliffe,afaircliffehu@g.co,Male,Alternaria alternata,Alternaria alternata,"Nelco Laboratories, Inc."
644,Charmaine,Metterick,cmetterickhv@tuttocitta.it,Female,Dover Coldonyl,"ACETAMINOPHEN, GUAIFENESIN, PHENYLEPHRINE HYDROCHLORIDE",Unifirst First Aid Corporation
645,Ginni,Bibbie,gbibbiehw@imgur.com,Female,Adrenal Tincture,not applicable,"Synergy Formulas, Inc."
646,Rodie,Mingasson,rmingassonhx@wp.com,Female,Metformin Hydrochloride,Metformin Hydrochloride,Lake Erie Medical DBA Quality Care Products LLC
647,Jacynth,Parram,jparramhy@vinaora.com,Female,Hydrochlorothiazide,Hydrochlorothiazide,West-ward Pharmaceutical Corp
648,Sonni,Basile,sbasilehz@google.ru,Female,Carbidopa and Levodopa,Carbidopa and Levodopa,McKesson Contract Packaging
649,Alva,Kuhnert,akuhnerti0@sbwire.com,Polygender,Aspirin,Aspirin,"ASSURED / DOLLAR TREE (Greenbrier International, Inc.)"
650,Tomaso,McMurty,tmcmurtyi1@eventbrite.com,Bigender,Vichy Laboratoires Normaderm Daily Gentle Cleanser,Salicylic Acid,L'Oreal USA Products Inc
651,Doll,Asbery,dasberyi2@usatoday.com,Female,Doxycycline,Doxycycline,"Elorac, Inc."
652,Tristam,Dunthorn,tdunthorni3@nhs.uk,Male,DILTIAZEM HYDROCHLORIDE,DILTIAZEM HYDROCHLORIDE,Apotex Corp.
653,Constanta,Dunrige,cdunrigei4@storify.com,Female,Naproxen Sodium,Naproxen Sodium,"Glenmark Generics Inc., USA"
654,Edeline,Marioneau,emarioneaui5@ifeng.com,Female,Haloperidol,Haloperidol,State of Florida DOH Central Pharmacy
655,Millisent,Matitiaho,mmatitiahoi6@mail.ru,Female,Levofloxacin,Levofloxacin,"Physicians Total Care, Inc."
656,Tony,Nealey,tnealeyi7@si.edu,Genderqueer,METFORMIN HYDROCHLORIDE,METFORMIN HYDROCHLORIDE,St Marys Medical Park Pharmacy
657,Ailis,Andriveau,aandriveaui8@xrea.com,Female,Oxaprozin,Oxaprozin,Clinical Solutions Wholesale
658,Cissiee,Bindon,cbindoni9@oaic.gov.au,Female,Carbidopa and levodopa,Carbidopa and levodopa,"NCS HealthCare of KY, Inc dba Vangard Labs"
659,Barron,Besant,bbesantia@homestead.com,Male,Meloxicam,meloxicam,Mylan Institutional Inc.
660,Allissa,Tunnadine,atunnadineib@goo.gl,Female,CVS PHARMACY,BENZALKONIUM CHLORIDE,CVS PHARMACY
661,Abagael,Wincom,awincomic@msu.edu,Female,lice killing,"Piperonyl butoxide, Pyrethrum extract",Walgreen Company
662,Pablo,Dumini,pduminiid@webnode.com,Male,EXPECTUSS,"Carbetapentane Citrate, and Guaifenesin","Centurion Labs, LLC"
663,Gregorius,Bubear,gbubearie@cafepress.com,Male,Coconut,Alcohol,"The Body Shop, Wake Forest"
664,Dacie,Josskovitz,djosskovitzif@baidu.com,Female,Isomers Clear Skin Acne Treatment Gel,Salicylic Acid,Isomers Laboratories Inc
665,Gery,Guillotin,gguillotinig@topsy.com,Male,Ultane,Sevoflurane,AbbVie Inc.
666,Clemmy,Berresford,cberresfordih@facebook.com,Female,SHISEIDO WHITE LUCENT,OCTINOXATE and TITANIUM DIOXIDE,SHISEIDO AMERICA INC.
667,Gav,Ruggen,gruggenii@behance.net,Male,BPO 3 Foaming,BENZOYL PEROXIDE,"Acella Pharmaceuticals, LLC"
668,Arvy,Mattityahou,amattityahouij@census.gov,Male,Metoprolol Tartrate,metoprolol tartrate,Cardinal Health
669,Gleda,Cammidge,gcammidgeik@admin.ch,Female,FAMOTIDINE,FAMOTIDINE,Major Pharmaceuticals
670,Jory,Romagnosi,jromagnosiil@rediff.com,Male,"Fentanyl Citrate, Bupivacaine HCl","Fentanyl Citrate, Bupivacaine HCl",Cantrell Drug Company
671,Any,Marchent,amarchentim@indiegogo.com,Male,GEMCITABINE HYDROCHLORIDE,GEMCITABINE HYDROCHLORIDE,Mylan Institutional LLC
672,Jojo,Shellsheere,jshellsheerein@sphinn.com,Female,FLUMAZENIL,FLUMAZENIL,Pfizer Laboratories Div Pfizer Inc
673,Muffin,MacDonell,mmacdonellio@msn.com,Female,CY BETTER LIPS BALM Humectante para Labios con color FPS 18,"Avobenzone, Octisalate, Zinc Oxide, Octinoxate, and Oxybenzone",Ventura Corporation LTD
674,Neila,Courtliff,ncourtliffip@state.gov,Female,Hydralazine Hydrochloride,Hydralazine Hydrochloride,"NCS HealthCare of KY, Inc dba Vangard Labs"
675,Warde,Yorath,wyorathiq@so-net.ne.jp,Male,NAPRELAN,naproxen sodium,"Physicians Total Care, Inc."
676,Gerard,Kobpa,gkobpair@usatoday.com,Male,Silver Maple,Silver Maple,"Nelco Laboratories, Inc."
677,Marlowe,Morgan,mmorganis@wsj.com,Male,Lice Killing,"Piperonyl butoxide, Pyrethrum extract","DLC Laboratories, Inc"
678,Katrine,McMaster,kmcmasterit@imgur.com,Female,LEXAPRO,ESCITALOPRAM OXALATE,STAT Rx USA LLC
679,Ben,Bulbeck,bbulbeckiu@altervista.org,Male,Levothyroxine Sodium,levothyroxine sodium,Cardinal Health
680,Jaclin,Gammell,jgammelliv@ucla.edu,Genderqueer,FENTANYL TRANSDERMAL SYSTEM,fentanyl transdermal system,Bryant Ranch Prepack
681,Arlen,Crimes,acrimesiw@360.cn,Male,OXYGEN,OXYGEN,"Regional Home Care, Inc. dba North Atlantic Medical"
682,Geordie,Ashling,gashlingix@google.co.jp,Male,Crataegus e fol. et fructus 2 Special Order,Crataegus e fol. et fructus 2 Special Order,Uriel Pharmacy Inc.
683,Reece,Rumsey,rrumseyiy@wsj.com,Male,Buenos Dias de Personna,"Eucalyptol , Menthol , Methyl Salicylate, Thymol",International Cosmetics Ltd.
684,Melisandra,Bartrap,mbartrapiz@issuu.com,Female,Essential Shockeye and Lip,"Avobenzone, Homosalate, Octinocate, Octocrylene, Oxybenzone","Natura Bisse International, S.A."
685,Philly,Adamiak,padamiakj0@telegraph.co.uk,Female,Dove Ultimate Go Fresh,Aluminum Zirconium Tetrachlorohydrex GLY,Conopco Inc. d/b/a Unilever
686,Lou,Andreou,landreouj1@bizjournals.com,Male,Kao-Bis,Bismuth Subsalicylate,Rij Pharmaceutical Corporation
687,Marvin,Feldharker,mfeldharkerj2@cargocollective.com,Male,Quetiapine fumarate,Quetiapine fumarate,Major Pharmaceuticals
688,Trueman,Colbeck,tcolbeckj3@dagondesign.com,Male,Lovastatin,Lovastatin,REMEDYREPACK INC.
689,Stefan,Berrisford,sberrisfordj4@ehow.com,Male,No7 Stay Perfect Foundation Sunscreen SPF 15 Mocha,Octinoxate and Titanium Dioxide,Boots Retail USA Inc
690,Nevin,Negus,nnegusj5@sphinn.com,Male,Adult Cough and Chest Congestion Relief DM,"Dextromethorphan HBr, Guaifenesin","Safeway, Inc."
691,Oberon,Ironmonger,oironmongerj6@marriott.com,Male,Multi Flower,"Agrimony, Aspen, Beech, Centaury, Cerato, Cherry Plum, Chestnut Bud, Chicory, Clematis, Crab Apple, Elm, Gentian, Gorse, Heather","Energique, Inc."
692,Weider,Ovesen,wovesenj7@google.de,Male,Neutrogena Visibly Even BB,"Homosalate, Octinoxate, Octisalate, and Oxybenzone",Neutrogena Corporation
693,Lynda,Fausch,lfauschj8@live.com,Genderfluid,Colace,docusate sodium,Cardinal Health
694,Jasun,Soutter,jsoutterj9@cloudflare.com,Male,Myoflex,Trolamine salicylate,Ducere Pharma
695,Elwyn,Carlozzi,ecarlozzija@woothemes.com,Male,Mucus Relief,"Acetaminophen, Dextromethorphan HBr, Guaifenesin, Phenylephrine HCl",Western Family Foods Inc
696,Brendon,Stathor,bstathorjb@facebook.com,Male,Naproxen Sodium,Naproxen Sodium,AvPAK
697,Aili,Zwicker,azwickerjc@cornell.edu,Female,complete,"famotidine, calcium carbonate and magnesium hydroxide",HyVee Inc
698,Cissiee,Delamere,cdelamerejd@cyberchimps.com,Female,Tretinoin,Tretinoin,Perrigo New York Inc
699,Rea,Rosencwaig,rrosencwaigje@mayoclinic.com,Female,Testosterone Cypionate,Testosterone Cypionate,"Watson Laboratories, Inc."
700,Lammond,Doelle,ldoellejf@tripadvisor.com,Male,Thymupar,"Baptisia tinctoria, Echinacea, Hydrastis canadensis",Apotheca Company
701,Cece,Sobey,csobeyjg@house.gov,Male,Estradiol,estradiol,"Physicians Total Care, Inc."
702,Rogers,Hanselman,rhanselmanjh@xing.com,Male,Pramipexole Dihydrochloride,Pramipexole Dihydrochloride,Aurobindo Pharma Limited
703,Phip,Braffington,pbraffingtonji@odnoklassniki.ru,Male,Methylphenidate Hydrochloride,Methylphenidate Hydrochloride,American Health Packaging
704,Trista,Krammer,tkrammerjj@github.io,Female,Sennosides,Sennosides,"New World Imports, Inc"
705,Harmonia,Pickton,hpicktonjk@webs.com,Female,Influenza Remedy,"Eucalyptus Globulus, Ipecacuanha, Aconitum Napellus",Deseret Biologicals
706,Roldan,Capstick,rcapstickjl@pen.io,Male,Anti-Bacterial Hand,Alcohol,"Bath & Body Works, Inc."
707,Waldo,Ashbey,washbeyjm@house.gov,Male,Cool Foot,Antiperspirant,NEAT FEAT PRODUCTS
708,Christal,Acton,cactonjn@businessweek.com,Female,OXYGEN,OXYGEN,Global Medical LLC
709,Omar,Berisford,oberisfordjo@cornell.edu,Male,METHADONE HYDROCHLORIDE,METHADONE HYDROCHLORIDE,"Roxane Laboratories, Inc"
710,Cory,Northfield,cnorthfieldjp@usda.gov,Female,GUNA-LIVER,CEANOTHUS AMERICANUS LEAF - CHELIDONIUM MAJUS - CHIONANTHUS VIRGINICUS BARK - CHOLINE HYDROXIDE - COBALAMIN - CULVER ROOT - FUMARIC ACID - INOSITOL - LYCOPODIUM CLAVATUM SPORE - NIACIN - PORK LIVER -,Guna spa
711,Eleanor,Conneau,econneaujq@geocities.com,Female,Sore Throat,"Juglans regia, Myosotis arvensis, Scrophularia nodosa, Teucrium scorodonia, Veronica officinalis, Equisetum hyemale, Fumaria officinalis, Geranium robertianum, Nasturtium aquaticum, Natrum sulphuricum",Apotheca Company
712,Angy,Blew,ablewjr@blog.com,Bigender,Secret Clinical Strength,ALUMINUM ZIRCONIUM TRICHLOROHYDREX GLY,Procter & Gamble Manufacturing Company
713,Lem,Ajam,lajamjs@typepad.com,Male,Sinus Relief,"Apis mellifica, Baptisia tinctoria, Colocynthis, Hepar sulphuris calcareum, Histaminum hydrochloricum, Hydrastis canadensis, Ignatia amara, Kali bichromicum, Lemna minor, Mercurius vivus, Pulsatilla, Rhus toxicodendron, Sabadilla, Thuja occidentalis",PharmWest Inc.
714,Lorie,Boxill,lboxilljt@dion.ne.jp,Female,Carvedilol,Carvedilol,Zydus Pharmaceuticals (USA) Inc.
715,Lyman,Canacott,lcanacottju@theglobeandmail.com,Male,Amoxicillin and Clavulanate Potassium,Amoxicillin and Clavulanate Potassium,"Preferred Pharmaceuticals, Inc."
716,Trev,Lineham,tlinehamjv@answers.com,Male,Amlodipine Besylate,Amlodipine Besylate,"Amneal Pharmaceuticals of New York, LLC"
717,Yetty,McGuffog,ymcguffogjw@gov.uk,Female,Povidone Iodine Impregnated,Povidone Iodine,"Jiangsu Province JianErKang Medical Dressing Co. ,Ltd."
718,Armando,Kinder,akinderjx@msn.com,Male,Docetaxel,docetaxel,Sandoz Inc
719,Donnell,Humbles,dhumblesjy@psu.edu,Male,Koelers Grass Pollen,Koeleria cristata,"Allermed Laboratories, Inc."
720,Bella,Collidge,bcollidgejz@disqus.com,Agender,Carbamazepine,Carbamazepine,Mylan Institutional Inc.
721,Minnnie,Gales,mgalesk0@howstuffworks.com,Female,Azithromycin,Azithromycin,Teva Pharmaceuticals USA Inc
722,Tedman,Heintz,theintzk1@cnn.com,Male,Lip Balm,"Octinoxate, Octisalate, Oxybenzone",Aztex Enterprises
723,Clayton,Van Velde,cvanveldek2@cyberchimps.com,Male,Original texture Orange flavor,psyllium husk,HEALTH MART
724,Archibaldo,Busher,abusherk3@wired.com,Male,Cyclease PMS,"ESTRONE, SODIUM CHLORIDE, SEPIA OFFICINALIS JUICE",Laboratoires Boiron
725,Brinn,Samart,bsamartk4@godaddy.com,Female,Fluconazole,Fluconazole,Teva Pharmaceuticals USA Inc
726,Kattie,Farans,kfaransk5@over-blog.com,Female,citroma,Magesium Citrate,The Kroger Co
727,Gaylene,Arnecke,garneckek6@upenn.edu,Female,Energize,"Aralia QuinQuefolia, Avena Sativa, Kali Phosphoricum, Phosphoricum Acidum, Picricum Acidum, Zingiber Officinale",Alternate Pharmacy
728,Sari,Glanville,sglanvillek7@digg.com,Agender,BANANA BOAT,"AVOBENZONE, HOMOSALATE, OCTISALATE, OCTOCRYLENE, OXYBENZONE",Energizer Personal Care LLC
729,Star,Fone,sfonek8@dmoz.org,Female,Quinapril HCL and Hydrochlorothiazide,Quinapril HCL and Hydrochlorothiazide,"Gavis Pharmaceuticals, LLC."
730,Antone,Lakes,alakesk9@google.co.uk,Male,Cinryze,HUMAN C1-ESTERASE INHIBITOR,ViroPharma Biologics
731,Guntar,Chesswas,gchesswaska@opensource.org,Male,maximum strength ranitidine,Ranitidine,Publix Super Markets Inc
732,Beale,Eddy,beddykb@prweb.com,Genderfluid,Lovastatin,Lovastatin,Teva Pharmaceuticals USA Inc
733,Munmro,Cumine,mcuminekc@google.es,Male,Good Sense itchy eye,Ketotifen,L Perrigo Company
734,Winston,Roll,wrollkd@shop-pro.jp,Male,Mirtazapine,Mirtazapine,REMEDYREPACK INC.
735,Biddy,Francais,bfrancaiske@upenn.edu,Polygender,Erythromycin,Erythromycin,"Dispensing Solutions, Inc."
736,Drew,Dolton,ddoltonkf@deliciousdays.com,Male,Fluorescein Sodium and Benoxinate Hydrochloride,Fluorescein Sodium and Benoxinate Hydrochloride,Bausch & Lomb Incorporated
737,Querida,Reimer,qreimerkg@clickbank.net,Female,Metoprolol succinate,Metoprolol succinate,Major Pharmaceuticals
738,Web,Pogg,wpoggkh@soup.io,Male,Captopril,Captopril,"Golden State Medical Supply, Inc."
739,Miller,Eddis,meddiski@wisc.edu,Male,Easy Care First Aid Kit - Sports and Travel,"BENZALKONIUM CHLORIDE, BENZOCAINE, SD ALCOHOL, BACITRACIN ZINC, NEOMYCIN SULFATE, POLYMYXIN B, IBUPROFEN, ACETAMINOPHEN",Tender Corp dba Adventure Medical Kits
740,Melvyn,Gradwell,mgradwellkj@php.net,Male,Tetanus and Diphtheria Toxoids Adsorbed,Tetanus and Diphtheria Toxoids Adsorbed,Rebel Distributors
741,Vassily,Buddington,vbuddingtonkk@craigslist.org,Male,Synthroid,Levothyroxine Sodium,"Dispensing Solutions, Inc."
742,Rorie,Redwing,rredwingkl@home.pl,Female,Azithromycin,Azithromycin,"Physicians Total Care, Inc."
743,Reinald,Bramble,rbramblekm@tamu.edu,Male,Metronidazole,Metronidazole,Sandoz Inc.
744,Aldous,Matura,amaturakn@webeden.co.uk,Male,Aminophylline,Aminophylline dihydrate,West-ward Pharmaceutical Corp
745,Carola,Lauxmann,clauxmannko@youtu.be,Genderqueer,MELOXICAM,MELOXICAM,STAT RX USA LLC
746,Sumner,Slorach,sslorachkp@mapy.cz,Male,Isomers Clear Skin Acne Treatment Gel,Salicylic Acid,Isomers Laboratories Inc
747,Elfrieda,Greatorex,egreatorexkq@ezinearticles.com,Female,In An Instant,"Octinoxate, Octisalate, and Avobenzone",Guthy-Renker LLC.
748,Yoko,Beeching,ybeechingkr@php.net,Female,Isopropyl Alcohol,Isopropyl Alcohol,"Safetec of America, Inc."
749,Rasia,Boothby,rboothbyks@sciencedaily.com,Agender,BRIGHTENING SPOT TREATMENT CORRECTOR,"OCTINOXATE, TITANIUM DIOXIDE",Bobbi Brown Professional Cosmetics Inc
750,Paula,Mordey,pmordeykt@berkeley.edu,Female,DawnMist Deodorant Bar No. 1/2,TRICLOSAN,"Donovan Industries, Inc"
751,Nonnah,Stormont,nstormontku@webmd.com,Female,Halobetasol Propionate,Halobetasol Propionate,"G&W Laboratories, Inc."
752,Othelia,Craine,ocrainekv@fastcompany.com,Female,Noritate,metronidazole,Valeant Pharmaceuticals North America LLC
